年,品目,都道府県,作付面積・収穫面積（a）,出荷量（千本、千鉢、千球）
1987,花壇用苗もの類_サルビア,大分県,NA,NA
1988,花壇用苗もの類_サルビア,大分県,3,8
1989,花壇用苗もの類_サルビア,大分県,NA,NA
1990,花壇用苗もの類_サルビア,大分県,9,54
1991,花壇用苗もの類_サルビア,大分県,14,44
1992,花壇用苗もの類_サルビア,大分県,9,34
1993,花壇用苗もの類_サルビア,大分県,9,38
1994,花壇用苗もの類_サルビア,大分県,7,58
1995,花壇用苗もの類_サルビア,大分県,NA,NA
1996,花壇用苗もの類_サルビア,大分県,NA,NA
1997,花壇用苗もの類_サルビア,大分県,58,271
1998,花壇用苗もの類_サルビア,大分県,NA,NA
1999,花壇用苗もの類_サルビア,大分県,58,253
2000,花壇用苗もの類_サルビア,大分県,58,227
2001,花壇用苗もの類_サルビア,大分県,39,96
2002,花壇用苗もの類_サルビア,大分県,52,215
2003,花壇用苗もの類_サルビア,大分県,55,240
2004,花壇用苗もの類_サルビア,大分県,138,304
2005,花壇用苗もの類_サルビア,大分県,NA,NA
2006,花壇用苗もの類_サルビア,大分県,NA,NA
2007,花壇用苗もの類_サルビア,大分県,NA,NA
2008,花壇用苗もの類_サルビア,大分県,NA,NA
2009,花壇用苗もの類_サルビア,大分県,NA,NA
2010,花壇用苗もの類_サルビア,大分県,NA,NA
2011,花壇用苗もの類_サルビア,大分県,NA,NA
2012,花壇用苗もの類_サルビア,大分県,NA,NA
2013,花壇用苗もの類_サルビア,大分県,NA,NA
2014,花壇用苗もの類_サルビア,大分県,NA,NA
2015,花壇用苗もの類_サルビア,大分県,NA,NA
2016,花壇用苗もの類_サルビア,大分県,NA,NA
2017,花壇用苗もの類_サルビア,大分県,NA,NA
2018,花壇用苗もの類_サルビア,大分県,NA,NA
2019,花壇用苗もの類_サルビア,大分県,NA,NA
2020,花壇用苗もの類_サルビア,大分県,NA,NA
2021,花壇用苗もの類_サルビア,大分県,NA,NA
1985,花壇用苗もの類_サルビア,宮崎県,14,67
1986,花壇用苗もの類_サルビア,宮崎県,NA,NA
1987,花壇用苗もの類_サルビア,宮崎県,NA,NA
1988,花壇用苗もの類_サルビア,宮崎県,11,53
1989,花壇用苗もの類_サルビア,宮崎県,NA,NA
1990,花壇用苗もの類_サルビア,宮崎県,49,203
1991,花壇用苗もの類_サルビア,宮崎県,28,99
1992,花壇用苗もの類_サルビア,宮崎県,22,99
1993,花壇用苗もの類_サルビア,宮崎県,21,167
1994,花壇用苗もの類_サルビア,宮崎県,21,114
1995,花壇用苗もの類_サルビア,宮崎県,47,231
1996,花壇用苗もの類_サルビア,宮崎県,90,402
1997,花壇用苗もの類_サルビア,宮崎県,94,374
1998,花壇用苗もの類_サルビア,宮崎県,81,353
1999,花壇用苗もの類_サルビア,宮崎県,133,558
2000,花壇用苗もの類_サルビア,宮崎県,125,548
2001,花壇用苗もの類_サルビア,宮崎県,156,778
2002,花壇用苗もの類_サルビア,宮崎県,159,754
2003,花壇用苗もの類_サルビア,宮崎県,180,829
2004,花壇用苗もの類_サルビア,宮崎県,204,887
2005,花壇用苗もの類_サルビア,宮崎県,196,830
2006,花壇用苗もの類_サルビア,宮崎県,276,985
2007,花壇用苗もの類_サルビア,宮崎県,NA,NA
2008,花壇用苗もの類_サルビア,宮崎県,NA,NA
2009,花壇用苗もの類_サルビア,宮崎県,NA,NA
2010,花壇用苗もの類_サルビア,宮崎県,NA,NA
2011,花壇用苗もの類_サルビア,宮崎県,NA,NA
2012,花壇用苗もの類_サルビア,宮崎県,NA,NA
2013,花壇用苗もの類_サルビア,宮崎県,NA,NA
2014,花壇用苗もの類_サルビア,宮崎県,NA,NA
2015,花壇用苗もの類_サルビア,宮崎県,NA,NA
2016,花壇用苗もの類_サルビア,宮崎県,NA,NA
2017,花壇用苗もの類_サルビア,宮崎県,NA,NA
2018,花壇用苗もの類_サルビア,宮崎県,NA,NA
2019,花壇用苗もの類_サルビア,宮崎県,NA,NA
2020,花壇用苗もの類_サルビア,宮崎県,NA,NA
2021,花壇用苗もの類_サルビア,宮崎県,NA,NA
1985,花壇用苗もの類_サルビア,鹿児島県,66,679
1986,花壇用苗もの類_サルビア,鹿児島県,NA,NA
1987,花壇用苗もの類_サルビア,鹿児島県,48,120
1988,花壇用苗もの類_サルビア,鹿児島県,50,120
1989,花壇用苗もの類_サルビア,鹿児島県,23,77
1990,花壇用苗もの類_サルビア,鹿児島県,30,175
1991,花壇用苗もの類_サルビア,鹿児島県,17,63
1992,花壇用苗もの類_サルビア,鹿児島県,11,41
1993,花壇用苗もの類_サルビア,鹿児島県,35,116
1994,花壇用苗もの類_サルビア,鹿児島県,71,264
1995,花壇用苗もの類_サルビア,鹿児島県,51,232
1996,花壇用苗もの類_サルビア,鹿児島県,93,324
1997,花壇用苗もの類_サルビア,鹿児島県,129,374
1998,花壇用苗もの類_サルビア,鹿児島県,129,330
1999,花壇用苗もの類_サルビア,鹿児島県,131,540
2000,花壇用苗もの類_サルビア,鹿児島県,175,657
2001,花壇用苗もの類_サルビア,鹿児島県,139,495
2002,花壇用苗もの類_サルビア,鹿児島県,126,470
2003,花壇用苗もの類_サルビア,鹿児島県,194,1040
2004,花壇用苗もの類_サルビア,鹿児島県,124,598
2005,花壇用苗もの類_サルビア,鹿児島県,208,761
2006,花壇用苗もの類_サルビア,鹿児島県,217,726
2007,花壇用苗もの類_サルビア,鹿児島県,NA,NA
2008,花壇用苗もの類_サルビア,鹿児島県,NA,NA
2009,花壇用苗もの類_サルビア,鹿児島県,NA,NA
2010,花壇用苗もの類_サルビア,鹿児島県,NA,NA
2011,花壇用苗もの類_サルビア,鹿児島県,NA,NA
2012,花壇用苗もの類_サルビア,鹿児島県,NA,NA
2013,花壇用苗もの類_サルビア,鹿児島県,NA,NA
2014,花壇用苗もの類_サルビア,鹿児島県,NA,NA
2015,花壇用苗もの類_サルビア,鹿児島県,NA,NA
2016,花壇用苗もの類_サルビア,鹿児島県,NA,NA
2017,花壇用苗もの類_サルビア,鹿児島県,NA,NA
2018,花壇用苗もの類_サルビア,鹿児島県,NA,NA
2019,花壇用苗もの類_サルビア,鹿児島県,NA,NA
2020,花壇用苗もの類_サルビア,鹿児島県,NA,NA
2021,花壇用苗もの類_サルビア,鹿児島県,NA,NA
1985,花壇用苗もの類_サルビア,沖縄県,4,15
1986,花壇用苗もの類_サルビア,沖縄県,NA,NA
1987,花壇用苗もの類_サルビア,沖縄県,NA,NA
1988,花壇用苗もの類_サルビア,沖縄県,15,38
1989,花壇用苗もの類_サルビア,沖縄県,NA,NA
1990,花壇用苗もの類_サルビア,沖縄県,19,46
1991,花壇用苗もの類_サルビア,沖縄県,14,27
1992,花壇用苗もの類_サルビア,沖縄県,29,52
1993,花壇用苗もの類_サルビア,沖縄県,39,74
1994,花壇用苗もの類_サルビア,沖縄県,46,88
1995,花壇用苗もの類_サルビア,沖縄県,53,130
1996,花壇用苗もの類_サルビア,沖縄県,70,243
1997,花壇用苗もの類_サルビア,沖縄県,80,217
1998,花壇用苗もの類_サルビア,沖縄県,86,221
1999,花壇用苗もの類_サルビア,沖縄県,90,274
2000,花壇用苗もの類_サルビア,沖縄県,92,312
2001,花壇用苗もの類_サルビア,沖縄県,80,301
2002,花壇用苗もの類_サルビア,沖縄県,73,263
2003,花壇用苗もの類_サルビア,沖縄県,72,257
2004,花壇用苗もの類_サルビア,沖縄県,67,238
2005,花壇用苗もの類_サルビア,沖縄県,NA,NA
2006,花壇用苗もの類_サルビア,沖縄県,NA,NA
2007,花壇用苗もの類_サルビア,沖縄県,NA,NA
2008,花壇用苗もの類_サルビア,沖縄県,NA,NA
2009,花壇用苗もの類_サルビア,沖縄県,NA,NA
2010,花壇用苗もの類_サルビア,沖縄県,NA,NA
2011,花壇用苗もの類_サルビア,沖縄県,NA,NA
2012,花壇用苗もの類_サルビア,沖縄県,NA,NA
2013,花壇用苗もの類_サルビア,沖縄県,NA,NA
2014,花壇用苗もの類_サルビア,沖縄県,NA,NA
2015,花壇用苗もの類_サルビア,沖縄県,NA,NA
2016,花壇用苗もの類_サルビア,沖縄県,NA,NA
2017,花壇用苗もの類_サルビア,沖縄県,NA,NA
2018,花壇用苗もの類_サルビア,沖縄県,NA,NA
2019,花壇用苗もの類_サルビア,沖縄県,NA,NA
2020,花壇用苗もの類_サルビア,沖縄県,NA,NA
2021,花壇用苗もの類_サルビア,沖縄県,NA,NA
1985,花壇用苗もの類_その他花壇用苗もの類,北海道,NA,NA
1986,花壇用苗もの類_その他花壇用苗もの類,北海道,NA,NA
1987,花壇用苗もの類_その他花壇用苗もの類,北海道,NA,NA
1988,花壇用苗もの類_その他花壇用苗もの類,北海道,NA,NA
1989,花壇用苗もの類_その他花壇用苗もの類,北海道,NA,NA
1990,花壇用苗もの類_その他花壇用苗もの類,北海道,768,3050
1991,花壇用苗もの類_その他花壇用苗もの類,北海道,1700,6990
1992,花壇用苗もの類_その他花壇用苗もの類,北海道,1520,6980
1993,花壇用苗もの類_その他花壇用苗もの類,北海道,1690,6650
1994,花壇用苗もの類_その他花壇用苗もの類,北海道,2160,8500
1995,花壇用苗もの類_その他花壇用苗もの類,北海道,2440,10300
1996,花壇用苗もの類_その他花壇用苗もの類,北海道,1470,6710
1997,花壇用苗もの類_その他花壇用苗もの類,北海道,1960,11100
1998,花壇用苗もの類_その他花壇用苗もの類,北海道,2540,14900
1999,花壇用苗もの類_その他花壇用苗もの類,北海道,NA,NA
2000,花壇用苗もの類_その他花壇用苗もの類,北海道,NA,NA
2001,花壇用苗もの類_その他花壇用苗もの類,北海道,NA,NA
2002,花壇用苗もの類_その他花壇用苗もの類,北海道,NA,NA
2003,花壇用苗もの類_その他花壇用苗もの類,北海道,NA,NA
2004,花壇用苗もの類_その他花壇用苗もの類,北海道,NA,NA
2005,花壇用苗もの類_その他花壇用苗もの類,北海道,NA,NA
2006,花壇用苗もの類_その他花壇用苗もの類,北海道,NA,NA
2007,花壇用苗もの類_その他花壇用苗もの類,北海道,NA,NA
2008,花壇用苗もの類_その他花壇用苗もの類,北海道,NA,NA
2009,花壇用苗もの類_その他花壇用苗もの類,北海道,NA,NA
2010,花壇用苗もの類_その他花壇用苗もの類,北海道,NA,NA
2011,花壇用苗もの類_その他花壇用苗もの類,北海道,NA,NA
2012,花壇用苗もの類_その他花壇用苗もの類,北海道,NA,NA
2013,花壇用苗もの類_その他花壇用苗もの類,北海道,NA,NA
2014,花壇用苗もの類_その他花壇用苗もの類,北海道,NA,NA
2015,花壇用苗もの類_その他花壇用苗もの類,北海道,NA,NA
2016,花壇用苗もの類_その他花壇用苗もの類,北海道,NA,NA
2017,花壇用苗もの類_その他花壇用苗もの類,北海道,NA,NA
2018,花壇用苗もの類_その他花壇用苗もの類,北海道,NA,NA
2019,花壇用苗もの類_その他花壇用苗もの類,北海道,NA,NA
2020,花壇用苗もの類_その他花壇用苗もの類,北海道,NA,NA
2021,花壇用苗もの類_その他花壇用苗もの類,北海道,NA,NA
1985,花壇用苗もの類_その他花壇用苗もの類,山形県,NA,NA
1986,花壇用苗もの類_その他花壇用苗もの類,山形県,NA,NA
1987,花壇用苗もの類_その他花壇用苗もの類,山形県,NA,NA
1988,花壇用苗もの類_その他花壇用苗もの類,山形県,NA,NA
1989,花壇用苗もの類_その他花壇用苗もの類,山形県,NA,NA
1990,花壇用苗もの類_その他花壇用苗もの類,山形県,24,96
1991,花壇用苗もの類_その他花壇用苗もの類,山形県,146,569
1992,花壇用苗もの類_その他花壇用苗もの類,山形県,162,885
1993,花壇用苗もの類_その他花壇用苗もの類,山形県,192,1440
1994,花壇用苗もの類_その他花壇用苗もの類,山形県,456,2980
1995,花壇用苗もの類_その他花壇用苗もの類,山形県,NA,NA
1996,花壇用苗もの類_その他花壇用苗もの類,山形県,600,3440
1997,花壇用苗もの類_その他花壇用苗もの類,山形県,1400,5260
1998,花壇用苗もの類_その他花壇用苗もの類,山形県,1230,9540
1999,花壇用苗もの類_その他花壇用苗もの類,山形県,NA,NA
2000,花壇用苗もの類_その他花壇用苗もの類,山形県,NA,NA
2001,花壇用苗もの類_その他花壇用苗もの類,山形県,NA,NA
2002,花壇用苗もの類_その他花壇用苗もの類,山形県,NA,NA
2003,花壇用苗もの類_その他花壇用苗もの類,山形県,NA,NA
2004,花壇用苗もの類_その他花壇用苗もの類,山形県,NA,NA
2005,花壇用苗もの類_その他花壇用苗もの類,山形県,NA,NA
2006,花壇用苗もの類_その他花壇用苗もの類,山形県,NA,NA
2007,花壇用苗もの類_その他花壇用苗もの類,山形県,NA,NA
2008,花壇用苗もの類_その他花壇用苗もの類,山形県,NA,NA
2009,花壇用苗もの類_その他花壇用苗もの類,山形県,NA,NA
2010,花壇用苗もの類_その他花壇用苗もの類,山形県,NA,NA
2011,花壇用苗もの類_その他花壇用苗もの類,山形県,NA,NA
2012,花壇用苗もの類_その他花壇用苗もの類,山形県,NA,NA
2013,花壇用苗もの類_その他花壇用苗もの類,山形県,NA,NA
2014,花壇用苗もの類_その他花壇用苗もの類,山形県,NA,NA
2015,花壇用苗もの類_その他花壇用苗もの類,山形県,NA,NA
2016,花壇用苗もの類_その他花壇用苗もの類,山形県,NA,NA
2017,花壇用苗もの類_その他花壇用苗もの類,山形県,NA,NA
2018,花壇用苗もの類_その他花壇用苗もの類,山形県,NA,NA
2019,花壇用苗もの類_その他花壇用苗もの類,山形県,NA,NA
2020,花壇用苗もの類_その他花壇用苗もの類,山形県,NA,NA
2021,花壇用苗もの類_その他花壇用苗もの類,山形県,NA,NA
1985,花壇用苗もの類_その他花壇用苗もの類,茨城県,NA,NA
1986,花壇用苗もの類_その他花壇用苗もの類,茨城県,NA,NA
1987,花壇用苗もの類_その他花壇用苗もの類,茨城県,NA,NA
1988,花壇用苗もの類_その他花壇用苗もの類,茨城県,NA,NA
1989,花壇用苗もの類_その他花壇用苗もの類,茨城県,NA,NA
1990,花壇用苗もの類_その他花壇用苗もの類,茨城県,1040,1950
1991,花壇用苗もの類_その他花壇用苗もの類,茨城県,997,2100
1992,花壇用苗もの類_その他花壇用苗もの類,茨城県,1400,2780
1993,花壇用苗もの類_その他花壇用苗もの類,茨城県,1710,3630
1994,花壇用苗もの類_その他花壇用苗もの類,茨城県,1650,4220
1995,花壇用苗もの類_その他花壇用苗もの類,茨城県,2190,5500
1996,花壇用苗もの類_その他花壇用苗もの類,茨城県,2470,7490
1997,花壇用苗もの類_その他花壇用苗もの類,茨城県,2850,8770
1998,花壇用苗もの類_その他花壇用苗もの類,茨城県,3130,10200
1999,花壇用苗もの類_その他花壇用苗もの類,茨城県,NA,NA
2000,花壇用苗もの類_その他花壇用苗もの類,茨城県,NA,NA
2001,花壇用苗もの類_その他花壇用苗もの類,茨城県,NA,NA
2002,花壇用苗もの類_その他花壇用苗もの類,茨城県,NA,NA
2003,花壇用苗もの類_その他花壇用苗もの類,茨城県,NA,NA
2004,花壇用苗もの類_その他花壇用苗もの類,茨城県,NA,NA
2005,花壇用苗もの類_その他花壇用苗もの類,茨城県,NA,NA
2006,花壇用苗もの類_その他花壇用苗もの類,茨城県,NA,NA
2007,花壇用苗もの類_その他花壇用苗もの類,茨城県,NA,NA
2008,花壇用苗もの類_その他花壇用苗もの類,茨城県,NA,NA
2009,花壇用苗もの類_その他花壇用苗もの類,茨城県,NA,NA
2010,花壇用苗もの類_その他花壇用苗もの類,茨城県,NA,NA
2011,花壇用苗もの類_その他花壇用苗もの類,茨城県,NA,NA
2012,花壇用苗もの類_その他花壇用苗もの類,茨城県,NA,NA
2013,花壇用苗もの類_その他花壇用苗もの類,茨城県,NA,NA
2014,花壇用苗もの類_その他花壇用苗もの類,茨城県,NA,NA
2015,花壇用苗もの類_その他花壇用苗もの類,茨城県,NA,NA
2016,花壇用苗もの類_その他花壇用苗もの類,茨城県,NA,NA
