年,品目,都道府県,作付面積（ha）,収穫量（t）,出荷量（t）
2001,ソルゴー,山口県,681,31600,28440
2002,ソルゴー,山口県,583,26700,24030
2003,ソルゴー,山口県,586,20900,18810
2004,ソルゴー,山口県,522,20800,18720
2005,ソルゴー,山口県,506,24300,21870
2006,ソルゴー,山口県,497,18300,16470
2007,ソルゴー,山口県,490,19100,17190
2008,ソルゴー,山口県,476,18200,16380
2009,ソルゴー,山口県,493,17000,15300
2010,ソルゴー,山口県,483,16800,15120
2011,ソルゴー,山口県,460,16200,14580
2012,ソルゴー,山口県,496,17700,15930
2013,ソルゴー,山口県,458,15000,13500
2014,ソルゴー,山口県,448,12100,10890
2015,ソルゴー,山口県,462,12600,11340
2016,ソルゴー,山口県,415,10700,9630
2017,ソルゴー,山口県,435,12400,11160
2018,ソルゴー,山口県,435,9960,8964
2019,ソルゴー,山口県,408,9790,8811
2020,ソルゴー,山口県,382,9590,8631
2021,ソルゴー,山口県,370,5590,5031
1985,ソルゴー,徳島県,468,32100,28890
1986,ソルゴー,徳島県,512,32600,29340
1987,ソルゴー,徳島県,511,35100,31590
1988,ソルゴー,徳島県,449,30200,27180
1989,ソルゴー,徳島県,405,26800,24120
1990,ソルゴー,徳島県,416,26200,23580
1991,ソルゴー,徳島県,394,26400,23760
1992,ソルゴー,徳島県,358,24200,21780
1993,ソルゴー,徳島県,284,15700,14130
1994,ソルゴー,徳島県,208,13000,11700
1995,ソルゴー,徳島県,192,12400,11160
1996,ソルゴー,徳島県,175,11200,10080
1997,ソルゴー,徳島県,171,10700,9630
1998,ソルゴー,徳島県,174,10900,9810
1999,ソルゴー,徳島県,126,7900,7110
2000,ソルゴー,徳島県,127,8150,7335
2001,ソルゴー,徳島県,145,9400,8460
2002,ソルゴー,徳島県,176,11500,10350
2003,ソルゴー,徳島県,182,11500,10350
2004,ソルゴー,徳島県,159,6650,5985
2005,ソルゴー,徳島県,133,8310,7479
2006,ソルゴー,徳島県,105,6250,5625
2007,ソルゴー,徳島県,126,8060,7254
2008,ソルゴー,徳島県,78,4820,4338
2009,ソルゴー,徳島県,103,5770,5193
2010,ソルゴー,徳島県,83,3970,3573
2011,ソルゴー,徳島県,73,3390,3051
2012,ソルゴー,徳島県,72,NA,NA
2013,ソルゴー,徳島県,62,NA,NA
2014,ソルゴー,徳島県,95,4750,4275
2015,ソルゴー,徳島県,98,NA,NA
2016,ソルゴー,徳島県,98,NA,NA
2017,ソルゴー,徳島県,98,4800,4320
2018,ソルゴー,徳島県,NA,NA,NA
2019,ソルゴー,徳島県,NA,NA,NA
2020,ソルゴー,徳島県,85,NA,NA
2021,ソルゴー,徳島県,NA,NA,NA
1985,ソルゴー,香川県,682,39700,35730
1986,ソルゴー,香川県,691,46800,42120
1987,ソルゴー,香川県,725,47200,42480
1988,ソルゴー,香川県,736,49500,44550
1989,ソルゴー,香川県,738,46700,42030
1990,ソルゴー,香川県,672,38900,35010
1991,ソルゴー,香川県,616,38600,34740
1992,ソルゴー,香川県,589,37600,33840
1993,ソルゴー,香川県,546,28600,25740
1994,ソルゴー,香川県,440,21800,19620
1995,ソルゴー,香川県,389,24200,21780
1996,ソルゴー,香川県,261,17100,15390
1997,ソルゴー,香川県,259,17000,15300
1998,ソルゴー,香川県,225,13700,12330
1999,ソルゴー,香川県,186,12100,10890
2000,ソルゴー,香川県,178,9990,8991
2001,ソルゴー,香川県,185,11900,10710
2002,ソルゴー,香川県,162,10500,9450
2003,ソルゴー,香川県,170,9910,8919
2004,ソルゴー,香川県,154,8550,7695
2005,ソルゴー,香川県,140,7980,7182
2006,ソルゴー,香川県,156,9060,8154
2007,ソルゴー,香川県,139,7740,6966
2008,ソルゴー,香川県,126,6660,5994
2009,ソルゴー,香川県,159,8660,7794
2010,ソルゴー,香川県,138,6900,6210
2011,ソルゴー,香川県,122,5150,4635
2012,ソルゴー,香川県,120,NA,NA
2013,ソルゴー,香川県,109,NA,NA
2014,ソルゴー,香川県,105,4410,3969
2015,ソルゴー,香川県,113,NA,NA
2016,ソルゴー,香川県,110,NA,NA
2017,ソルゴー,香川県,100,4290,3861
2018,ソルゴー,香川県,NA,NA,NA
2019,ソルゴー,香川県,NA,NA,NA
2020,ソルゴー,香川県,74,NA,NA
2021,ソルゴー,香川県,NA,NA,NA
1985,ソルゴー,愛媛県,534,30400,27360
1986,ソルゴー,愛媛県,555,30000,27000
1987,ソルゴー,愛媛県,561,30700,27630
1988,ソルゴー,愛媛県,631,36800,33120
1989,ソルゴー,愛媛県,671,37900,34110
1990,ソルゴー,愛媛県,654,33400,30060
1991,ソルゴー,愛媛県,649,32500,29250
1992,ソルゴー,愛媛県,672,36800,33120
1993,ソルゴー,愛媛県,625,31900,28710
1994,ソルゴー,愛媛県,525,28000,25200
1995,ソルゴー,愛媛県,460,23000,20700
1996,ソルゴー,愛媛県,426,23900,21510
1997,ソルゴー,愛媛県,397,22400,20160
1998,ソルゴー,愛媛県,399,20900,18810
1999,ソルゴー,愛媛県,376,20800,18720
2000,ソルゴー,愛媛県,330,18800,16920
2001,ソルゴー,愛媛県,298,17100,15390
2002,ソルゴー,愛媛県,280,16200,14580
2003,ソルゴー,愛媛県,267,14800,13320
2004,ソルゴー,愛媛県,259,13600,12240
2005,ソルゴー,愛媛県,250,14800,13320
2006,ソルゴー,愛媛県,239,12600,11340
2007,ソルゴー,愛媛県,225,13400,12060
2008,ソルゴー,愛媛県,223,11700,10530
2009,ソルゴー,愛媛県,244,11700,10530
2010,ソルゴー,愛媛県,228,11700,10530
2011,ソルゴー,愛媛県,212,10300,9270
2012,ソルゴー,愛媛県,216,NA,NA
2013,ソルゴー,愛媛県,236,NA,NA
2014,ソルゴー,愛媛県,234,10900,9810
2015,ソルゴー,愛媛県,207,NA,NA
2016,ソルゴー,愛媛県,208,NA,NA
2017,ソルゴー,愛媛県,242,11600,10440
2018,ソルゴー,愛媛県,NA,NA,NA
2019,ソルゴー,愛媛県,NA,NA,NA
2020,ソルゴー,愛媛県,194,NA,NA
2021,ソルゴー,愛媛県,NA,NA,NA
1985,ソルゴー,高知県,746,47100,42390
1986,ソルゴー,高知県,793,50300,45270
1987,ソルゴー,高知県,841,52400,47160
1988,ソルゴー,高知県,842,53500,48150
1989,ソルゴー,高知県,915,56700,51030
1990,ソルゴー,高知県,827,47700,42930
1991,ソルゴー,高知県,691,44800,40320
1992,ソルゴー,高知県,638,38400,34560
1993,ソルゴー,高知県,601,34300,30870
1994,ソルゴー,高知県,564,35100,31590
1995,ソルゴー,高知県,511,29700,26730
1996,ソルゴー,高知県,493,32000,28800
1997,ソルゴー,高知県,457,29000,26100
1998,ソルゴー,高知県,355,19800,17820
1999,ソルゴー,高知県,322,18500,16650
2000,ソルゴー,高知県,310,19400,17460
2001,ソルゴー,高知県,303,19000,17100
2002,ソルゴー,高知県,327,20000,18000
2003,ソルゴー,高知県,313,18800,16920
2004,ソルゴー,高知県,310,15400,13860
2005,ソルゴー,高知県,202,NA,NA
2006,ソルゴー,高知県,123,NA,NA
2007,ソルゴー,高知県,125,NA,NA
2008,ソルゴー,高知県,150,9410,8469
2009,ソルゴー,高知県,149,8870,7983
2010,ソルゴー,高知県,106,5580,5022
2011,ソルゴー,高知県,141,7040,6336
2012,ソルゴー,高知県,130,NA,NA
2013,ソルゴー,高知県,124,NA,NA
2014,ソルゴー,高知県,100,3630,3267
2015,ソルゴー,高知県,85,NA,NA
2016,ソルゴー,高知県,83,NA,NA
2017,ソルゴー,高知県,81,3940,3546
2018,ソルゴー,高知県,NA,NA,NA
2019,ソルゴー,高知県,NA,NA,NA
2020,ソルゴー,高知県,71,NA,NA
2021,ソルゴー,高知県,NA,NA,NA
1985,ソルゴー,福岡県,1030,67900,61110
1986,ソルゴー,福岡県,1010,77600,69840
1987,ソルゴー,福岡県,1030,70000,63000
1988,ソルゴー,福岡県,1000,76300,68670
1989,ソルゴー,福岡県,988,72700,65430
1990,ソルゴー,福岡県,1050,76100,68490
1991,ソルゴー,福岡県,1000,49100,44190
1992,ソルゴー,福岡県,902,65700,59130
1993,ソルゴー,福岡県,850,39800,35820
1994,ソルゴー,福岡県,761,50800,45720
1995,ソルゴー,福岡県,733,61100,54990
1996,ソルゴー,福岡県,702,54100,48690
1997,ソルゴー,福岡県,717,53300,47970
1998,ソルゴー,福岡県,715,54600,49140
1999,ソルゴー,福岡県,711,48300,43470
2000,ソルゴー,福岡県,600,46300,41670
2001,ソルゴー,福岡県,521,39900,35910
2002,ソルゴー,福岡県,436,34900,31410
2003,ソルゴー,福岡県,406,26900,24210
2004,ソルゴー,福岡県,359,21800,19620
2005,ソルゴー,福岡県,345,NA,NA
2006,ソルゴー,福岡県,287,NA,NA
2007,ソルゴー,福岡県,265,NA,NA
2008,ソルゴー,福岡県,292,20400,18360
2009,ソルゴー,福岡県,231,14500,13050
2010,ソルゴー,福岡県,212,14400,12960
2011,ソルゴー,福岡県,214,13600,12240
2012,ソルゴー,福岡県,193,NA,NA
2013,ソルゴー,福岡県,168,NA,NA
2014,ソルゴー,福岡県,146,8260,7434
2015,ソルゴー,福岡県,138,NA,NA
2016,ソルゴー,福岡県,167,NA,NA
2017,ソルゴー,福岡県,150,8210,7389
2018,ソルゴー,福岡県,NA,NA,NA
2019,ソルゴー,福岡県,NA,NA,NA
2020,ソルゴー,福岡県,151,NA,NA
2021,ソルゴー,福岡県,NA,NA,NA
1985,ソルゴー,佐賀県,1080,63900,57510
1986,ソルゴー,佐賀県,1160,72300,65070
1987,ソルゴー,佐賀県,1220,62800,56520
1988,ソルゴー,佐賀県,1200,78200,70380
1989,ソルゴー,佐賀県,1170,72700,65430
1990,ソルゴー,佐賀県,1180,69700,62730
1991,ソルゴー,佐賀県,1170,51400,46260
1992,ソルゴー,佐賀県,1050,72300,65070
1993,ソルゴー,佐賀県,885,39200,35280
1994,ソルゴー,佐賀県,703,29900,26910
1995,ソルゴー,佐賀県,668,42900,38610
1996,ソルゴー,佐賀県,642,41200,37080
1997,ソルゴー,佐賀県,548,29600,26640
1998,ソルゴー,佐賀県,580,35500,31950
1999,ソルゴー,佐賀県,586,30200,27180
2000,ソルゴー,佐賀県,523,33300,29970
2001,ソルゴー,佐賀県,527,32300,29070
2002,ソルゴー,佐賀県,518,32600,29340
2003,ソルゴー,佐賀県,425,22700,20430
2004,ソルゴー,佐賀県,489,27900,25110
2005,ソルゴー,佐賀県,521,NA,NA
2006,ソルゴー,佐賀県,460,NA,NA
2007,ソルゴー,佐賀県,499,NA,NA
2008,ソルゴー,佐賀県,434,25600,23040
2009,ソルゴー,佐賀県,422,22100,19890
2010,ソルゴー,佐賀県,464,22200,19980
2011,ソルゴー,佐賀県,496,22200,19980
2012,ソルゴー,佐賀県,496,21200,19080
2013,ソルゴー,佐賀県,392,15600,14040
2014,ソルゴー,佐賀県,373,13500,12150
2015,ソルゴー,佐賀県,364,11900,10710
2016,ソルゴー,佐賀県,352,11200,10080
2017,ソルゴー,佐賀県,340,11100,9990
2018,ソルゴー,佐賀県,329,10100,9090
2019,ソルゴー,佐賀県,333,10900,9810
2020,ソルゴー,佐賀県,322,9820,8838
2021,ソルゴー,佐賀県,317,11100,9990
1985,ソルゴー,長崎県,2750,172300,155070
1986,ソルゴー,長崎県,3090,197500,177750
1987,ソルゴー,長崎県,2850,134200,120780
1988,ソルゴー,長崎県,2830,189600,170640
1989,ソルゴー,長崎県,2810,184600,166140
1990,ソルゴー,長崎県,2760,175500,157950
1991,ソルゴー,長崎県,2720,128100,115290
1992,ソルゴー,長崎県,2620,176100,158490
1993,ソルゴー,長崎県,2580,121800,109620
1994,ソルゴー,長崎県,2480,130700,117630
1995,ソルゴー,長崎県,2430,163100,146790
1996,ソルゴー,長崎県,2310,152200,136980
1997,ソルゴー,長崎県,2360,150600,135540
1998,ソルゴー,長崎県,2420,158300,142470
1999,ソルゴー,長崎県,2330,135100,121590
2000,ソルゴー,長崎県,2300,148800,133920
2001,ソルゴー,長崎県,2400,157200,141480
2002,ソルゴー,長崎県,2320,149900,134910
2003,ソルゴー,長崎県,2250,133900,120510
2004,ソルゴー,長崎県,2270,137100,123390
2005,ソルゴー,長崎県,2360,144000,129600
2006,ソルゴー,長崎県,2280,115400,103860
2007,ソルゴー,長崎県,2290,135600,122040
2008,ソルゴー,長崎県,2380,142800,128520
2009,ソルゴー,長崎県,2300,129200,116280
2010,ソルゴー,長崎県,2270,125400,112860
2011,ソルゴー,長崎県,2170,117600,105840
2012,ソルゴー,長崎県,2190,114100,102690
2013,ソルゴー,長崎県,2150,110700,99630
2014,ソルゴー,長崎県,2100,106900,96210
2015,ソルゴー,長崎県,2130,102200,91980
2016,ソルゴー,長崎県,2160,99600,89640
2017,ソルゴー,長崎県,2170,98100,88290
2018,ソルゴー,長崎県,2140,101900,91710
2019,ソルゴー,長崎県,2100,85300,76770
2020,ソルゴー,長崎県,2100,85300,76770
2021,ソルゴー,長崎県,2100,90500,81450
1985,ソルゴー,熊本県,3020,217100,195390
1986,ソルゴー,熊本県,2700,195800,176220
1987,ソルゴー,熊本県,2900,196600,176940
1988,ソルゴー,熊本県,3070,232700,209430
1989,ソルゴー,熊本県,3080,225100,202590
1990,ソルゴー,熊本県,3110,225500,202950
1991,ソルゴー,熊本県,3030,187900,169110
1992,ソルゴー,熊本県,2790,196700,177030
1993,ソルゴー,熊本県,2570,142400,128160
1994,ソルゴー,熊本県,2150,149600,134640
1995,ソルゴー,熊本県,2180,160400,144360
1996,ソルゴー,熊本県,1990,140700,126630
1997,ソルゴー,熊本県,2010,143300,128970
1998,ソルゴー,熊本県,2060,143800,129420
1999,ソルゴー,熊本県,2010,113600,102240
2000,ソルゴー,熊本県,1990,144300,129870
2001,ソルゴー,熊本県,1850,128600,115740
2002,ソルゴー,熊本県,1790,119800,107820
2003,ソルゴー,熊本県,1540,98400,88560
2004,ソルゴー,熊本県,1420,88800,79920
2005,ソルゴー,熊本県,1340,84800,76320
2006,ソルゴー,熊本県,1310,78300,70470
2007,ソルゴー,熊本県,1320,78700,70830
2008,ソルゴー,熊本県,1380,82700,74430
2009,ソルゴー,熊本県,1420,83800,75420
2010,ソルゴー,熊本県,1420,82900,74610
2011,ソルゴー,熊本県,1290,77800,70020
2012,ソルゴー,熊本県,1210,71800,64620
2013,ソルゴー,熊本県,1180,62200,55980
2014,ソルゴー,熊本県,1070,54600,49140
2015,ソルゴー,熊本県,965,47100,42390
2016,ソルゴー,熊本県,895,47700,42930
2017,ソルゴー,熊本県,805,43600,39240
2018,ソルゴー,熊本県,768,41400,37260
2019,ソルゴー,熊本県,744,39400,35460
2020,ソルゴー,熊本県,756,38700,34830
