分類1,分類2,品目,単位量,単位,年,単位量あたりの販売価格（円）,1単位あたりの販売価格（円/kg、本、球、鉢、枚）
穀類,いも,ばれいしょ(加工用),1000,kg,1985,19430,19.43
穀類,いも,ばれいしょ(加工用),1000,kg,1986,18830,18.83
穀類,いも,ばれいしょ(加工用),1000,kg,1987,16760,16.76
穀類,いも,ばれいしょ(加工用),1000,kg,1988,15050,15.05
穀類,いも,ばれいしょ(加工用),1000,kg,1989,15830,15.83
穀類,いも,ばれいしょ(加工用),1000,kg,1990,16120,16.12
穀類,いも,ばれいしょ(加工用),1000,kg,1991,16270,16.27
穀類,いも,ばれいしょ(加工用),1000,kg,1992,15880,15.88
穀類,いも,ばれいしょ(加工用),1000,kg,1993,15880,15.88
穀類,いも,ばれいしょ(加工用),1000,kg,1994,15520,15.52
穀類,いも,ばれいしょ(加工用),1000,kg,1995,14710,14.71
穀類,いも,ばれいしょ(加工用),1000,kg,1996,14290,14.29
穀類,いも,ばれいしょ(加工用),1000,kg,1997,14240,14.24
穀類,いも,ばれいしょ(加工用),1000,kg,1998,13870,13.87
穀類,いも,ばれいしょ(加工用),1000,kg,1999,13940,13.94
穀類,いも,ばれいしょ(加工用),1000,kg,2000,13250,13.25
穀類,いも,ばれいしょ(加工用),1000,kg,2001,13590,13.59
穀類,いも,ばれいしょ(加工用),1000,kg,2002,12780,12.78
穀類,いも,ばれいしょ(加工用),1000,kg,2003,12100,12.1
穀類,いも,ばれいしょ(加工用),1000,kg,2004,12100,12.1
穀類,いも,ばれいしょ(加工用),1000,kg,2005,11940,11.94
穀類,いも,ばれいしょ(加工用),1000,kg,2006,12500,12.5
穀類,いも,ばれいしょ(加工用),1000,kg,2007,6347,6.347
穀類,いも,ばれいしょ(加工用),1000,kg,2008,9656,9.656
穀類,いも,ばれいしょ(加工用),1000,kg,2009,9798,9.798
穀類,いも,ばれいしょ(加工用),1000,kg,2010,7746,7.746
穀類,いも,ばれいしょ(加工用),1000,kg,2011,7283,7.283
穀類,いも,ばれいしょ(加工用),1000,kg,2012,7641,7.641
穀類,いも,ばれいしょ(加工用),1000,kg,2013,7347,7.347
穀類,いも,ばれいしょ(加工用),1000,kg,2014,7620,7.62
穀類,いも,ばれいしょ(加工用),1000,kg,2015,7684,7.684
穀類,いも,ばれいしょ(加工用),1000,kg,2016,7009,7.009
穀類,いも,ばれいしょ(加工用),1000,kg,2017,7770,7.77
穀類,いも,ばれいしょ(加工用),1000,kg,2018,7874,7.874
穀類,いも,ばれいしょ(加工用),1000,kg,2019,7875,7.875
穀類,いも,ばれいしょ(加工用),1000,kg,2020,7572,7.572
穀類,いも,ばれいしょ(加工用),1000,kg,2021,6716,6.716
穀類,いも,ばれいしょ(種子用),20,kg,1985,1360,68
穀類,いも,ばれいしょ(種子用),20,kg,1986,1418,70.9
穀類,いも,ばれいしょ(種子用),20,kg,1987,1394,69.7
穀類,いも,ばれいしょ(種子用),20,kg,1988,1429,71.45
穀類,いも,ばれいしょ(種子用),20,kg,1989,1435,71.75
穀類,いも,ばれいしょ(種子用),20,kg,1990,1495,74.75
穀類,いも,ばれいしょ(種子用),20,kg,1991,1568,78.4
穀類,いも,ばれいしょ(種子用),20,kg,1992,1559,77.95
穀類,いも,ばれいしょ(種子用),20,kg,1993,1565,78.25
穀類,いも,ばれいしょ(種子用),20,kg,1994,1661,83.05
穀類,いも,ばれいしょ(種子用),20,kg,1995,1342,67.1
穀類,いも,ばれいしょ(種子用),20,kg,1996,1375,68.75
穀類,いも,ばれいしょ(種子用),20,kg,1997,1177,58.85
穀類,いも,ばれいしょ(種子用),20,kg,1998,1296,64.8
穀類,いも,ばれいしょ(種子用),20,kg,1999,1313,65.65
穀類,いも,ばれいしょ(種子用),20,kg,2000,1424,71.2
穀類,いも,ばれいしょ(種子用),20,kg,2001,1387,69.35
穀類,いも,ばれいしょ(種子用),20,kg,2002,1384,69.2
穀類,いも,ばれいしょ(種子用),20,kg,2003,1376,68.8
穀類,いも,ばれいしょ(種子用),20,kg,2004,1478,73.9
穀類,いも,ばれいしょ(種子用),20,kg,2005,1433,71.65
穀類,いも,ばれいしょ(種子用),20,kg,2006,1431,71.55
穀類,いも,ばれいしょ(種子用),20,kg,2007,1235,61.75
穀類,いも,ばれいしょ(種子用),20,kg,2008,1320,66
穀類,いも,ばれいしょ(種子用),20,kg,2009,1342,67.1
穀類,いも,ばれいしょ(種子用),20,kg,2010,1282,64.1
穀類,いも,ばれいしょ(種子用),20,kg,2011,1511,75.55
穀類,いも,ばれいしょ(種子用),20,kg,2012,1200,60
穀類,いも,ばれいしょ(種子用),20,kg,2013,1450,72.5
穀類,いも,ばれいしょ(種子用),20,kg,2014,1435,71.75
穀類,いも,ばれいしょ(種子用),20,kg,2015,1656,82.8
穀類,いも,ばれいしょ(種子用),20,kg,2016,1400,70
穀類,いも,ばれいしょ(種子用),20,kg,2017,1415,70.75
穀類,いも,ばれいしょ(種子用),20,kg,2018,1572,78.6
穀類,いも,ばれいしょ(種子用),20,kg,2019,1446,72.3
穀類,いも,ばれいしょ(種子用),20,kg,2020,1455,72.75
穀類,いも,ばれいしょ(種子用),20,kg,2021,1455,72.75
野菜,果菜,きゅうり,10,kg,1985,1842,184.2
野菜,果菜,きゅうり,10,kg,1986,1657,165.7
野菜,果菜,きゅうり,10,kg,1987,1904,190.4
野菜,果菜,きゅうり,10,kg,1988,1971,197.1
野菜,果菜,きゅうり,10,kg,1989,2095,209.5
野菜,果菜,きゅうり,10,kg,1990,2320,232
野菜,果菜,きゅうり,10,kg,1991,2599,259.9
野菜,果菜,きゅうり,10,kg,1992,2193,219.3
野菜,果菜,きゅうり,10,kg,1993,2564,256.4
野菜,果菜,きゅうり,10,kg,1994,2094,209.4
野菜,果菜,きゅうり,10,kg,1995,2156,215.6
野菜,果菜,きゅうり,10,kg,1996,2000,200
野菜,果菜,きゅうり,10,kg,1997,2153,215.3
野菜,果菜,きゅうり,10,kg,1998,2357,235.7
野菜,果菜,きゅうり,10,kg,1999,1990,199
野菜,果菜,きゅうり,5,kg,2000,1210,242
野菜,果菜,きゅうり,5,kg,2001,1191,238.2
野菜,果菜,きゅうり,5,kg,2002,1112,222.4
野菜,果菜,きゅうり,5,kg,2003,1178,235.6
野菜,果菜,きゅうり,5,kg,2004,1058,211.6
野菜,果菜,きゅうり,5,kg,2005,987,197.4
野菜,果菜,きゅうり,5,kg,2006,1202,240.4
野菜,果菜,きゅうり,5,kg,2007,1168,233.6
野菜,果菜,きゅうり,5,kg,2008,1226,245.2
野菜,果菜,きゅうり,5,kg,2009,1102,220.4
野菜,果菜,きゅうり,5,kg,2010,1222,244.4
野菜,果菜,きゅうり,5,kg,2011,1182,236.4
野菜,果菜,きゅうり,5,kg,2012,1196,239.2
野菜,果菜,きゅうり,5,kg,2013,1245,249
野菜,果菜,きゅうり,5,kg,2014,1297,259.4
野菜,果菜,きゅうり,5,kg,2015,1405,281
野菜,果菜,きゅうり,5,kg,2016,1465,293
野菜,果菜,きゅうり,5,kg,2017,1253,250.6
野菜,果菜,きゅうり,5,kg,2018,1419,283.8
野菜,果菜,きゅうり,5,kg,2019,1321,264.2
野菜,果菜,きゅうり,5,kg,2020,1408,281.6
野菜,果菜,きゅうり,5,kg,2021,1155,231
野菜,果菜,なす,10,kg,1985,2372,237.2
野菜,果菜,なす,10,kg,1986,2225,222.5
野菜,果菜,なす,10,kg,1987,2030,203
野菜,果菜,なす,10,kg,1988,2483,248.3
野菜,果菜,なす,10,kg,1989,2488,248.8
野菜,果菜,なす,10,kg,1990,2578,257.8
野菜,果菜,なす,10,kg,1991,3150,315
野菜,果菜,なす,10,kg,1992,2807,280.7
野菜,果菜,なす,10,kg,1993,3827,382.7
野菜,果菜,なす,10,kg,1994,2212,221.2
野菜,果菜,なす,10,kg,1995,2661,266.1
野菜,果菜,なす,10,kg,1996,2653,265.3
野菜,果菜,なす,10,kg,1997,2676,267.6
野菜,果菜,なす,10,kg,1998,2470,247
野菜,果菜,なす,10,kg,1999,2311,231.1
野菜,果菜,なす,5,kg,2000,1125,225
野菜,果菜,なす,5,kg,2001,1103,220.6
野菜,果菜,なす,5,kg,2002,1264,252.8
野菜,果菜,なす,5,kg,2003,1334,266.8
野菜,果菜,なす,5,kg,2004,1223,244.6
野菜,果菜,なす,5,kg,2005,1169,233.8
野菜,果菜,なす,5,kg,2006,1348,269.6
野菜,果菜,なす,5,kg,2007,1339,267.8
野菜,果菜,なす,5,kg,2008,1283,256.6
野菜,果菜,なす,5,kg,2009,1270,254
野菜,果菜,なす,5,kg,2010,1403,280.6
野菜,果菜,なす,5,kg,2011,1500,300
野菜,果菜,なす,5,kg,2012,1368,273.6
野菜,果菜,なす,5,kg,2013,1401,280.2
野菜,果菜,なす,5,kg,2014,1485,297
野菜,果菜,なす,5,kg,2015,1686,337.2
野菜,果菜,なす,5,kg,2016,1671,334.2
野菜,果菜,なす,5,kg,2017,1621,324.2
野菜,果菜,なす,5,kg,2018,1726,345.2
野菜,果菜,なす,5,kg,2019,1605,321
野菜,果菜,なす,5,kg,2020,1720,344
野菜,果菜,なす,5,kg,2021,1541,308.2
野菜,果菜,トマト,10,kg,1985,2190,219
野菜,果菜,トマト,10,kg,1986,2017,201.7
野菜,果菜,トマト,10,kg,1987,2150,215
野菜,果菜,トマト,10,kg,1988,2255,225.5
野菜,果菜,トマト,10,kg,1989,2432,243.2
野菜,果菜,トマト,10,kg,1990,2601,260.1
野菜,果菜,トマト,10,kg,1991,2897,289.7
野菜,果菜,トマト,10,kg,1992,2654,265.4
野菜,果菜,トマト,10,kg,1993,3065,306.5
野菜,果菜,トマト,10,kg,1994,2803,280.3
野菜,果菜,トマト,10,kg,1995,2752,275.2
野菜,果菜,トマト,10,kg,1996,2368,236.8
野菜,果菜,トマト,10,kg,1997,2467,246.7
野菜,果菜,トマト,10,kg,1998,2642,264.2
野菜,果菜,トマト,10,kg,1999,2621,262.1
野菜,果菜,トマト,4,kg,2000,915,228.75
野菜,果菜,トマト,4,kg,2001,936,234
野菜,果菜,トマト,4,kg,2002,979,244.75
野菜,果菜,トマト,4,kg,2003,900,225
野菜,果菜,トマト,4,kg,2004,960,240
野菜,果菜,トマト,4,kg,2005,904,226
野菜,果菜,トマト,4,kg,2006,967,241.75
野菜,果菜,トマト,4,kg,2007,989,247.25
野菜,果菜,トマト,4,kg,2008,917,229.25
野菜,果菜,トマト,4,kg,2009,1023,255.75
野菜,果菜,トマト,4,kg,2010,1134,283.5
野菜,果菜,トマト,4,kg,2011,1093,273.25
野菜,果菜,トマト,4,kg,2012,1227,306.75
野菜,果菜,トマト,4,kg,2013,1148,287
野菜,果菜,トマト,4,kg,2014,968,242
野菜,果菜,トマト,4,kg,2015,1163,290.75
野菜,果菜,トマト,4,kg,2016,1228,307
野菜,果菜,トマト,4,kg,2017,1117,279.25
野菜,果菜,トマト,4,kg,2018,1132,283
野菜,果菜,トマト,4,kg,2019,1019,254.75
野菜,果菜,トマト,4,kg,2020,1134,283.5
野菜,果菜,トマト,4,kg,2021,1028,257
野菜,果菜,かぼちゃ,10,kg,1985,885,88.5
野菜,果菜,かぼちゃ,10,kg,1986,887,88.7
野菜,果菜,かぼちゃ,10,kg,1987,905,90.5
野菜,果菜,かぼちゃ,10,kg,1988,1076,107.6
野菜,果菜,かぼちゃ,10,kg,1989,871,87.1
野菜,果菜,かぼちゃ,10,kg,1990,912,91.2
野菜,果菜,かぼちゃ,10,kg,1991,1208,120.8
野菜,果菜,かぼちゃ,10,kg,1992,1023,102.3
野菜,果菜,かぼちゃ,10,kg,1993,1328,132.8
野菜,果菜,かぼちゃ,10,kg,1994,858,85.8
野菜,果菜,かぼちゃ,10,kg,1995,1482,148.2
野菜,果菜,かぼちゃ,10,kg,1996,1624,162.4
野菜,果菜,かぼちゃ,10,kg,1997,1370,137
野菜,果菜,かぼちゃ,10,kg,1998,1394,139.4
野菜,果菜,かぼちゃ,10,kg,1999,1503,150.3
野菜,果菜,かぼちゃ,10,kg,2000,914,91.4
野菜,果菜,かぼちゃ,10,kg,2001,1212,121.2
野菜,果菜,かぼちゃ,10,kg,2002,1307,130.7
野菜,果菜,かぼちゃ,10,kg,2003,1098,109.8
野菜,果菜,かぼちゃ,10,kg,2004,1124,112.4
野菜,果菜,かぼちゃ,10,kg,2005,1188,118.8
野菜,果菜,かぼちゃ,10,kg,2006,1543,154.3
野菜,果菜,かぼちゃ,10,kg,2007,1319,131.9
野菜,果菜,かぼちゃ,10,kg,2008,1377,137.7
野菜,果菜,かぼちゃ,10,kg,2009,1391,139.1
野菜,果菜,かぼちゃ,10,kg,2010,1470,147
野菜,果菜,かぼちゃ,10,kg,2011,1591,159.1
野菜,果菜,かぼちゃ,10,kg,2012,1243,124.3
野菜,果菜,かぼちゃ,10,kg,2013,1422,142.2
野菜,果菜,かぼちゃ,10,kg,2014,1654,165.4
野菜,果菜,かぼちゃ,10,kg,2015,1672,167.2
野菜,果菜,かぼちゃ,10,kg,2016,1731,173.1
野菜,果菜,かぼちゃ,10,kg,2017,1533,153.3
野菜,果菜,かぼちゃ,10,kg,2018,2152,215.2
野菜,果菜,かぼちゃ,10,kg,2019,1585,158.5
野菜,果菜,かぼちゃ,10,kg,2020,1793,179.3
野菜,果菜,かぼちゃ,10,kg,2021,1615,161.5
野菜,果菜,すいか,10,kg,1985,1127,112.7
野菜,果菜,すいか,10,kg,1986,1001,100.1
野菜,果菜,すいか,10,kg,1987,990,99
野菜,果菜,すいか,10,kg,1988,1083,108.3
野菜,果菜,すいか,10,kg,1989,1220,122
野菜,果菜,すいか,10,kg,1990,1381,138.1
野菜,果菜,すいか,10,kg,1991,1522,152.2
野菜,果菜,すいか,10,kg,1992,1401,140.1
野菜,果菜,すいか,10,kg,1993,1352,135.2
野菜,果菜,すいか,10,kg,1994,1858,185.8
野菜,果菜,すいか,10,kg,1995,1594,159.4
野菜,果菜,すいか,10,kg,1996,1523,152.3
野菜,果菜,すいか,10,kg,1997,1476,147.6
野菜,果菜,すいか,10,kg,1998,1360,136
野菜,果菜,すいか,10,kg,1999,1393,139.3
野菜,果菜,すいか,10,kg,2000,1537,153.7
野菜,果菜,すいか,10,kg,2001,1471,147.1
野菜,果菜,すいか,10,kg,2002,1346,134.6
野菜,果菜,すいか,10,kg,2003,1342,134.2
野菜,果菜,すいか,10,kg,2004,1505,150.5
野菜,果菜,すいか,10,kg,2005,1432,143.2
野菜,果菜,すいか,10,kg,2006,1616,161.6
野菜,果菜,すいか,10,kg,2007,1509,150.9
野菜,果菜,すいか,10,kg,2008,1591,159.1
野菜,果菜,すいか,10,kg,2009,1378,137.8
野菜,果菜,すいか,10,kg,2010,1489,148.9
野菜,果菜,すいか,10,kg,2011,1495,149.5
野菜,果菜,すいか,10,kg,2012,1467,146.7
野菜,果菜,すいか,10,kg,2013,1521,152.1
野菜,果菜,すいか,10,kg,2014,1377,137.7
野菜,果菜,すいか,10,kg,2015,1573,157.3
野菜,果菜,すいか,10,kg,2016,1632,163.2
野菜,果菜,すいか,10,kg,2017,1814,181.4
野菜,果菜,すいか,10,kg,2018,1823,182.3
野菜,果菜,すいか,10,kg,2019,1645,164.5
野菜,果菜,すいか,10,kg,2020,1863,186.3
野菜,果菜,すいか,10,kg,2021,1930,193
野菜,果菜,いちご,1,kg,1985,741,741
野菜,果菜,いちご,1,kg,1986,714,714
野菜,果菜,いちご,1,kg,1987,725,725
野菜,果菜,いちご,1,kg,1988,748,748
野菜,果菜,いちご,1,kg,1989,794,794
野菜,果菜,いちご,1,kg,1990,812,812
野菜,果菜,いちご,1,kg,1991,976,976
野菜,果菜,いちご,1,kg,1992,1006,1006
野菜,果菜,いちご,1,kg,1993,1032,1032
野菜,果菜,いちご,1,kg,1994,1013,1013
野菜,果菜,いちご,1,kg,1995,961,961
野菜,果菜,いちご,1,kg,1996,954,954
野菜,果菜,いちご,1,kg,1997,950,950
野菜,果菜,いちご,1,kg,1998,989,989
野菜,果菜,いちご,1,kg,1999,964,964
野菜,果菜,いちご,1,kg,2000,958,958
野菜,果菜,いちご,1,kg,2001,882,882
野菜,果菜,いちご,1,kg,2002,851,851
野菜,果菜,いちご,1,kg,2003,847,847
野菜,果菜,いちご,1,kg,2004,854,854
野菜,果菜,いちご,1,kg,2005,899,899
野菜,果菜,いちご,1,kg,2006,865,865
野菜,果菜,いちご,1,kg,2007,906,906
野菜,果菜,いちご,1,kg,2008,841,841
野菜,果菜,いちご,1,kg,2009,824,824
野菜,果菜,いちご,1,kg,2010,818,818
野菜,果菜,いちご,1,kg,2011,840,840
野菜,果菜,いちご,1,kg,2012,1040,1040
野菜,果菜,いちご,1,kg,2013,933,933
野菜,果菜,いちご,1,kg,2014,987,987
野菜,果菜,いちご,1,kg,2015,1074,1074
野菜,果菜,いちご,1,kg,2016,1160,1160
野菜,果菜,いちご,1,kg,2017,1145,1145
野菜,果菜,いちご,1,kg,2018,1125,1125
野菜,果菜,いちご,1,kg,2019,1191,1191
野菜,果菜,いちご,1,kg,2020,1258,1258
野菜,果菜,いちご,1,kg,2021,1184,1184
野菜,果菜,ピーマン,10,kg,1985,2630,263
野菜,果菜,ピーマン,10,kg,1986,2269,226.9
野菜,果菜,ピーマン,10,kg,1987,2572,257.2
野菜,果菜,ピーマン,10,kg,1988,2364,236.4
野菜,果菜,ピーマン,10,kg,1989,2296,229.6
野菜,果菜,ピーマン,10,kg,1990,3168,316.8
野菜,果菜,ピーマン,10,kg,1991,3932,393.2
野菜,果菜,ピーマン,10,kg,1992,2973,297.3
野菜,果菜,ピーマン,10,kg,1993,4191,419.1
野菜,果菜,ピーマン,10,kg,1994,2755,275.5
野菜,果菜,ピーマン,10,kg,1995,2300,230
野菜,果菜,ピーマン,10,kg,1996,2913,291.3
野菜,果菜,ピーマン,10,kg,1997,2583,258.3
野菜,果菜,ピーマン,10,kg,1998,2681,268.1
野菜,果菜,ピーマン,10,kg,1999,2710,271
野菜,果菜,ピーマン,10,kg,2000,2424,242.4
野菜,果菜,ピーマン,10,kg,2001,3094,309.4
野菜,果菜,ピーマン,10,kg,2002,2617,261.7
野菜,果菜,ピーマン,10,kg,2003,2750,275
野菜,果菜,ピーマン,10,kg,2004,2389,238.9
野菜,果菜,ピーマン,10,kg,2005,2611,261.1
野菜,果菜,ピーマン,10,kg,2006,3267,326.7
野菜,果菜,ピーマン,10,kg,2007,3126,312.6
野菜,果菜,ピーマン,10,kg,2008,3287,328.7
野菜,果菜,ピーマン,10,kg,2009,3395,339.5
野菜,果菜,ピーマン,10,kg,2010,3950,395
野菜,果菜,ピーマン,10,kg,2011,3200,320
野菜,果菜,ピーマン,10,kg,2012,3161,316.1
野菜,果菜,ピーマン,10,kg,2013,3762,376.2
野菜,果菜,ピーマン,10,kg,2014,3346,334.6
野菜,果菜,ピーマン,10,kg,2015,4126,412.6
野菜,果菜,ピーマン,10,kg,2016,4141,414.1
野菜,果菜,ピーマン,10,kg,2017,3678,367.8
野菜,果菜,ピーマン,10,kg,2018,4026,402.6
野菜,果菜,ピーマン,10,kg,2019,3771,377.1
野菜,果菜,ピーマン,10,kg,2020,4562,456.2
野菜,果菜,ピーマン,10,kg,2021,3545,354.5
野菜,果菜,メロン(プリンスメロン),10,kg,1985,2224,222.4
野菜,果菜,メロン(プリンスメロン),10,kg,1986,2145,214.5
野菜,果菜,メロン(プリンスメロン),10,kg,1987,1879,187.9
野菜,果菜,メロン(プリンスメロン),10,kg,1988,2359,235.9
野菜,果菜,メロン(プリンスメロン),10,kg,1989,2358,235.8
野菜,果菜,メロン(プリンスメロン),10,kg,1990,2340,234
野菜,果菜,メロン(温室メロン),10,kg,1985,8346,834.6
野菜,果菜,メロン(温室メロン),10,kg,1986,8189,818.9
野菜,果菜,メロン(温室メロン),10,kg,1987,8900,890
野菜,果菜,メロン(温室メロン),10,kg,1988,10770,1077
野菜,果菜,メロン(温室メロン),10,kg,1989,10480,1048
野菜,果菜,メロン(温室メロン),10,kg,1990,10440,1044
野菜,果菜,メロン(温室メロン),10,kg,1991,12410,1241
野菜,果菜,メロン(温室メロン),10,kg,1992,10100,1010
野菜,果菜,メロン(温室メロン),10,kg,1993,9333,933.3
野菜,果菜,メロン(温室メロン),10,kg,1994,9170,917
野菜,果菜,メロン(温室メロン),10,kg,1995,7845,784.5
野菜,果菜,メロン(温室メロン),10,kg,1996,7231,723.1
野菜,果菜,メロン(温室メロン),10,kg,1997,7094,709.4
野菜,果菜,メロン(温室メロン),10,kg,1998,6875,687.5
野菜,果菜,メロン(温室メロン),10,kg,1999,6703,670.3
野菜,果菜,メロン(温室メロン),10,kg,2000,7658,765.8
野菜,果菜,メロン(温室メロン),10,kg,2001,7119,711.9
野菜,果菜,メロン(温室メロン),10,kg,2002,7303,730.3
野菜,果菜,メロン(温室メロン),10,kg,2003,7226,722.6
野菜,果菜,メロン(温室メロン),10,kg,2004,7471,747.1
野菜,果菜,メロン(温室メロン),10,kg,2005,7665,766.5
野菜,果菜,メロン(温室メロン),10,kg,2006,7939,793.9
野菜,果菜,メロン(温室メロン),10,kg,2007,8107,810.7
野菜,果菜,メロン(温室メロン),10,kg,2008,8334,833.4
野菜,果菜,メロン(温室メロン),10,kg,2009,8120,812
野菜,果菜,メロン(温室メロン),10,kg,2010,6066,606.6
野菜,果菜,メロン(温室メロン),10,kg,2011,6429,642.9
野菜,果菜,メロン(温室メロン),10,kg,2012,6857,685.7
野菜,果菜,メロン(温室メロン),10,kg,2013,7062,706.2
野菜,果菜,メロン(温室メロン),10,kg,2014,6845,684.5
野菜,果菜,メロン(温室メロン),10,kg,2015,7523,752.3
野菜,果菜,メロン(温室メロン),10,kg,2016,7583,758.3
野菜,果菜,メロン(温室メロン),10,kg,2017,7762,776.2
野菜,果菜,メロン(温室メロン),10,kg,2018,7462,746.2
野菜,果菜,メロン(温室メロン),10,kg,2019,7752,775.2
野菜,果菜,メロン(温室メロン),10,kg,2020,7136,713.6
野菜,果菜,メロン(温室メロン),10,kg,2021,7675,767.5
野菜,果菜,スイートコーン,10,kg,1985,1555,155.5
